timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday,utilization_rate,cost_per_unit,buffer_units,year,month,day_of_week,day_of_month,quarter,is_weekend
2023-09-21,Europe-North,Storage,7905.5,10059.0,178.81249123159958,99.76,1,78.59,0.0226,2153.5,2023,9,3,21,3,0
2023-09-21,India-South,Compute,4268.0,5428.0,231.2,99.95,0,78.63,0.0542,1160.0,2023,9,3,21,3,0
2023-09-21,US-West,Compute,4438.0,5188.0,258.22,99.91,0,85.54,0.0582,750.0,2023,9,3,21,3,0
2023-09-21,US-East,Storage,6256.0,8102.0,115.95,99.74,0,77.22,0.0185,1846.0,2023,9,3,21,3,0
2023-09-21,India-South,Storage,6633.0,8312.0,126.71,99.74,1,79.8,0.0191,1679.0,2023,9,3,21,3,0
2023-09-21,US-East,Compute,5927.0,7298.0,329.39,99.86,0,81.21,0.0556,1371.0,2023,9,3,21,3,0
2023-09-21,US-West,Storage,7779.0,9877.0,187.42,99.83,0,78.76,0.0241,2098.0,2023,9,3,21,3,0
2023-09-21,Europe-North,Compute,5628.0,6567.0,296.29,99.96,1,85.7,0.0526,939.0,2023,9,3,21,3,0
2023-09-22,India-South,Storage,5103.0,6357.0,98.1,99.74,0,80.27,0.0192,1254.0,2023,9,4,22,3,0
2023-09-22,US-West,Storage,5496.0,6498.0,157.86,99.83,0,84.58,0.0287,1002.0,2023,9,4,22,3,0
2023-09-22,India-South,Compute,5114.0,5791.0,274.51,99.94,0,88.31,0.0537,677.0,2023,9,4,22,3,0
2023-09-22,Europe-North,Storage,8200.0,11007.0,170.79,99.84,0,74.5,0.0208,2807.0,2023,9,4,22,3,0
2023-09-22,US-East,Storage,5538.0,6571.0,132.35,99.95,0,84.28,0.0239,1033.0,2023,9,4,22,3,0
2023-09-22,US-East,Compute,7575.0,8679.0,353.53,99.89,0,87.28,0.0467,1104.0,2023,9,4,22,3,0
2023-09-22,Europe-North,Compute,8160.0,9269.0,427.2,99.74,0,88.04,0.0524,1109.0,2023,9,4,22,3,0
2023-09-23,India-South,Compute,9069.0,10611.0,483.93,99.77,1,85.47,0.0534,1542.0,2023,9,5,23,3,1
2023-09-23,US-East,Compute,8988.0,11933.0,409.83,99.92,0,75.32,0.0456,2945.0,2023,9,5,23,3,1
2023-09-23,Europe-North,Compute,6896.5,8810.0,340.23952147635106,99.75,0,78.28,0.0493,1913.5,2023,9,5,23,3,1
2023-09-23,US-West,Storage,8138.0,9399.0,217.51,99.82,0,86.58,0.0267,1261.0,2023,9,5,23,3,1
2023-09-23,Europe-North,Storage,7479.5,9833.0,169.17690571965707,99.7,0,76.07,0.0226,2353.5,2023,9,5,23,3,1
2023-09-23,US-West,Compute,8029.0,10009.0,403.52,99.82,1,80.22,0.0503,1980.0,2023,9,5,23,3,1
2023-09-23,US-East,Storage,5103.5,8661.0,115.4347668079778,99.95,0,58.93,0.0226,3557.5,2023,9,5,23,3,1
2023-09-23,India-South,Storage,6221.0,7863.0,137.61,99.88,0,79.12,0.0221,1642.0,2023,9,5,23,3,1
2023-09-24,US-West,Compute,4395.0,4975.0,236.69,99.81,0,88.34,0.0539,580.0,2023,9,6,24,3,1
2023-09-24,US-East,Storage,4669.0,6162.0,111.89,99.88,0,75.77,0.024,1493.0,2023,9,6,24,3,1
2023-09-24,India-South,Compute,5314.0,5991.0,258.23,99.81,0,88.7,0.0486,677.0,2023,9,6,24,3,1
2023-09-24,India-South,Storage,7965.0,9140.0,160.94,99.92,0,87.14,0.0202,1175.0,2023,9,6,24,3,1
2023-09-24,US-East,Compute,5217.0,6991.0,251.33,99.92,0,74.62,0.0482,1774.0,2023,9,6,24,3,1
2023-09-24,Europe-North,Compute,5633.0,6786.0,317.47,99.75,0,83.01,0.0564,1153.0,2023,9,6,24,3,1
2023-09-24,US-West,Storage,5361.0,6972.0,133.89,99.92,1,76.89,0.025,1611.0,2023,9,6,24,3,1
2023-09-25,US-West,Storage,5871.0,6719.0,127.41,99.77,0,87.38,0.0217,848.0,2023,9,0,25,3,0
2023-09-25,US-East,Storage,4537.0,5849.0,133.08,99.94,0,77.57,0.0293,1312.0,2023,9,0,25,3,0
2023-09-25,India-South,Storage,5787.0,7598.0,125.57,99.71,0,76.16,0.0217,1811.0,2023,9,0,25,3,0
2023-09-25,Europe-North,Compute,6197.0,7159.0,345.02,99.73,0,86.56,0.0557,962.0,2023,9,0,25,3,0
2023-09-25,Europe-North,Storage,6759.0,8053.0,146.23,99.81,1,83.93,0.0216,1294.0,2023,9,0,25,3,0
2023-09-25,US-West,Compute,7634.0,8634.0,379.01,99.81,0,88.42,0.0496,1000.0,2023,9,0,25,3,0
2023-09-25,US-East,Compute,5273.0,6913.0,258.05,99.74,0,76.28,0.0489,1640.0,2023,9,0,25,3,0
2023-09-26,India-South,Compute,7997.0,10064.0,368.84,99.77,1,79.46,0.0461,2067.0,2023,9,1,26,3,0
2023-09-26,India-South,Storage,6083.0,8104.0,166.83,99.85,0,75.06,0.0274,2021.0,2023,9,1,26,3,0
2023-09-26,Europe-North,Compute,7563.0,9439.0,345.74,99.93,0,80.13,0.0457,1876.0,2023,9,1,26,3,0
2023-09-26,Europe-North,Storage,6396.0,8432.0,191.65,99.79,0,75.85,0.03,2036.0,2023,9,1,26,3,0
2023-09-26,US-West,Compute,7346.0,9101.0,355.68,99.92,0,80.72,0.0484,1755.0,2023,9,1,26,3,0
2023-09-26,US-East,Compute,5898.0,7480.0,307.47,99.89,0,78.85,0.0521,1582.0,2023,9,1,26,3,0
2023-09-27,US-West,Compute,5028.0,6785.0,297.68,99.83,0,74.1,0.0592,1757.0,2023,9,2,27,3,0
2023-09-27,US-East,Compute,5545.0,6372.0,329.46,99.95,0,87.02,0.0594,827.0,2023,9,2,27,3,0
2023-09-27,Europe-North,Compute,6097.0,7886.0,346.12,99.92,0,77.31,0.0568,1789.0,2023,9,2,27,3,0
2023-09-27,Europe-North,Storage,7159.0,8988.0,206.99,99.95,0,79.65,0.0289,1829.0,2023,9,2,27,3,0
2023-09-27,US-West,Storage,5380.0,6505.0,127.09,99.93,0,82.71,0.0236,1125.0,2023,9,2,27,3,0
2023-09-27,India-South,Compute,6077.0,7378.0,351.91,99.98,0,82.37,0.0579,1301.0,2023,9,2,27,3,0
2023-09-28,Europe-North,Storage,5174.0,6816.0,129.98,99.75,0,75.91,0.0251,1642.0,2023,9,3,28,3,0
2023-09-28,US-West,Storage,5879.0,7518.0,106.62,99.87,0,78.2,0.0181,1639.0,2023,9,3,28,3,0
2023-09-28,Europe-North,Compute,8231.0,9956.0,433.96,99.83,0,82.67,0.0527,1725.0,2023,9,3,28,3,0
2023-09-28,India-South,Compute,7097.0,9053.0,407.34,99.77,0,78.39,0.0574,1956.0,2023,9,3,28,3,0
2023-09-28,India-South,Storage,7042.0,8976.0,164.38,99.7,0,78.45,0.0233,1934.0,2023,9,3,28,3,0
2023-09-28,US-West,Compute,6145.5,11194.0,303.18886090522955,99.79,0,54.9,0.0493,5048.5,2023,9,3,28,3,0
2023-09-28,US-East,Storage,5799.0,6603.0,111.68,99.91,0,87.82,0.0193,804.0,2023,9,3,28,3,0
2023-09-29,Europe-North,Compute,5800.0,6920.0,308.33,99.72,1,83.82,0.0532,1120.0,2023,9,4,29,3,0
2023-09-29,US-East,Storage,6194.0,7570.0,164.49,99.9,1,81.82,0.0266,1376.0,2023,9,4,29,3,0
2023-09-29,India-South,Compute,4572.0,5538.0,243.2,99.82,1,82.56,0.0532,966.0,2023,9,4,29,3,0
2023-09-29,India-South,Storage,4778.0,5500.0,122.73,99.7,0,86.87,0.0257,722.0,2023,9,4,29,3,0
2023-09-29,Europe-North,Storage,5831.0,6537.0,169.29,99.94,1,89.2,0.029,706.0,2023,9,4,29,3,0
2023-09-29,US-West,Storage,8865.0,11588.0,205.15,99.9,0,76.5,0.0231,2723.0,2023,9,4,29,3,0
2023-09-29,US-West,Compute,7263.0,9235.0,432.9,99.79,0,78.65,0.0596,1972.0,2023,9,4,29,3,0
2023-09-29,US-East,Compute,6137.0,7760.0,353.58,99.8,0,79.09,0.0576,1623.0,2023,9,4,29,3,0
2023-09-30,Europe-North,Storage,4773.0,6169.0,131.65,99.89,0,77.37,0.0276,1396.0,2023,9,5,30,3,1
2023-09-30,India-South,Compute,4662.0,5918.0,236.64,99.96,0,78.78,0.0508,1256.0,2023,9,5,30,3,1
2023-09-30,US-East,Compute,7443.0,9052.0,367.2011539691845,99.76,0,82.22,0.0493,1609.0,2023,9,5,30,3,1
2023-09-30,US-West,Storage,5420.0,7076.0,112.76,99.73,0,76.6,0.0208,1656.0,2023,9,5,30,3,1
2023-09-30,US-East,Storage,5179.0,6525.0,128.73,99.9,0,79.37,0.0249,1346.0,2023,9,5,30,3,1
2023-09-30,India-South,Storage,5917.0,7171.0,131.71,99.91,1,82.51,0.0223,1254.0,2023,9,5,30,3,1
2023-09-30,Europe-North,Compute,5130.0,5924.0,262.44,99.83,0,86.6,0.0512,794.0,2023,9,5,30,3,1
2023-09-30,US-West,Compute,5633.0,6413.0,277.46,99.86,0,87.84,0.0493,780.0,2023,9,5,30,3,1
2023-10-01,India-South,Storage,6901.0,9230.0,150.24,99.99,0,74.77,0.0218,2329.0,2023,10,6,1,4,1
2023-10-01,US-East,Compute,8749.0,11320.0,514.15,99.99,0,77.29,0.0588,2571.0,2023,10,6,1,4,1
2023-10-01,US-West,Storage,5355.0,6038.0,140.62,99.75,1,88.69,0.0263,683.0,2023,10,6,1,4,1
2023-10-01,India-South,Compute,6553.0,7514.0,384.61,99.94,0,87.21,0.0587,961.0,2023,10,6,1,4,1
2023-10-01,US-West,Compute,5340.0,6098.0,312.39,99.81,0,87.57,0.0585,758.0,2023,10,6,1,4,1
2023-10-01,Europe-North,Compute,7647.0,9971.0,449.62,99.83,0,76.69,0.0588,2324.0,2023,10,6,1,4,1
2023-10-01,Europe-North,Storage,6935.0,9075.0,186.27,99.74,1,76.42,0.0269,2140.0,2023,10,6,1,4,1
2023-10-01,US-East,Storage,7486.0,9623.0,137.17,99.86,0,77.79,0.0183,2137.0,2023,10,6,1,4,1
2023-10-02,India-South,Compute,7953.0,9498.0,460.02,99.74,0,83.73,0.0578,1545.0,2023,10,0,2,4,0
2023-10-02,US-East,Compute,9778.0,11783.0,541.82,99.73,0,82.98,0.0554,2005.0,2023,10,0,2,4,0
2023-10-02,US-East,Storage,6290.0,9399.0,142.27190814581763,99.74,0,66.92,0.0226,3109.0,2023,10,0,2,4,0
2023-10-02,US-West,Compute,6615.0,8691.0,365.14,99.73,0,76.11,0.0552,2076.0,2023,10,0,2,4,0
2023-10-02,Europe-North,Compute,7090.0,9230.0,394.53,99.8,0,76.81,0.0556,2140.0,2023,10,0,2,4,0
2023-10-02,Europe-North,Storage,5329.0,6275.0,98.14,99.89,0,84.92,0.0184,946.0,2023,10,0,2,4,0
2023-10-03,US-West,Compute,4678.0,5364.0,275.25,99.87,0,87.21,0.0588,686.0,2023,10,1,3,4,0
2023-10-03,US-West,Storage,6867.0,8964.0,141.54,99.76,1,76.61,0.0206,2097.0,2023,10,1,3,4,0
2023-10-03,India-South,Storage,4910.0,5605.0,99.3,99.7,0,87.6,0.0202,695.0,2023,10,1,3,4,0
2023-10-03,Europe-North,Storage,7730.0,10327.0,220.89,99.98,0,74.85,0.0286,2597.0,2023,10,1,3,4,0
2023-10-03,India-South,Compute,8346.0,11535.0,411.7507498356595,99.78,0,72.35,0.0493,3189.0,2023,10,1,3,4,0
2023-10-03,US-East,Storage,5094.0,5918.0,141.99,99.89,1,86.08,0.0279,824.0,2023,10,1,3,4,0
2023-10-03,Europe-North,Compute,6404.0,7524.0,372.66,99.84,0,85.11,0.0582,1120.0,2023,10,1,3,4,0
2023-10-04,Europe-North,Storage,6392.0,7438.0,162.57,99.87,0,85.94,0.0254,1046.0,2023,10,2,4,4,0
2023-10-04,India-South,Storage,6331.0,10214.0,143.19927670447876,99.73,0,61.98,0.0226,3883.0,2023,10,2,4,4,0
2023-10-04,India-South,Compute,8739.0,11104.0,469.07,99.71,0,78.7,0.0537,2365.0,2023,10,2,4,4,0
2023-10-04,US-West,Compute,6500.0,8249.0,307.93,99.99,0,78.8,0.0474,1749.0,2023,10,2,4,4,0
2023-10-04,US-East,Storage,7141.0,8274.0,182.95,99.75,0,86.31,0.0256,1133.0,2023,10,2,4,4,0
2023-10-04,Europe-North,Compute,7047.0,8864.0,406.98,99.72,0,79.5,0.0578,1817.0,2023,10,2,4,4,0
2023-10-04,US-West,Storage,7660.0,9601.0,148.18,99.76,0,79.78,0.0193,1941.0,2023,10,2,4,4,0
2023-10-05,Europe-North,Storage,8129.0,10272.0,167.92,99.86,0,79.14,0.0207,2143.0,2023,10,3,5,4,0
2023-10-05,US-East,Storage,5046.0,6584.0,146.1,99.88,0,76.64,0.029,1538.0,2023,10,3,5,4,0
2023-10-05,US-West,Storage,7175.0,8618.0,162.28949776569817,99.73,0,83.26,0.0226,1443.0,2023,10,3,5,4,0
2023-10-05,India-South,Storage,7752.0,9994.0,212.95,99.75,0,77.57,0.0275,2242.0,2023,10,3,5,4,0
2023-10-05,US-East,Compute,6481.0,8719.0,301.19,99.77,0,74.33,0.0465,2238.0,2023,10,3,5,4,0
2023-10-05,India-South,Compute,8961.0,10497.0,512.09,99.96,0,85.37,0.0571,1536.0,2023,10,3,5,4,0
2023-10-05,US-West,Compute,4885.0,6535.0,285.89,99.83,0,74.75,0.0585,1650.0,2023,10,3,5,4,0
2023-10-05,Europe-North,Compute,5085.0,6682.0,299.65,99.79,0,76.1,0.0589,1597.0,2023,10,3,5,4,0
2023-10-06,India-South,Compute,4634.0,5449.0,239.04,99.79,1,85.04,0.0516,815.0,2023,10,4,6,4,0
2023-10-06,US-East,Storage,5717.0,7334.0,120.03,99.92,0,77.95,0.021,1617.0,2023,10,4,6,4,0
2023-10-06,US-West,Compute,6109.0,6957.0,331.88,99.97,0,87.81,0.0543,848.0,2023,10,4,6,4,0
2023-10-06,US-East,Compute,7148.0,10185.0,352.64729928412345,99.91,0,70.18,0.0493,3037.0,2023,10,4,6,4,0
2023-10-06,India-South,Storage,7110.0,8807.0,162.58,99.75,0,80.73,0.0229,1697.0,2023,10,4,6,4,0
2023-10-07,US-West,Storage,6690.0,7757.0,155.61,99.86,0,86.24,0.0233,1067.0,2023,10,5,7,4,1
2023-10-07,India-South,Storage,6127.0,7918.0,143.54,99.79,0,77.38,0.0234,1791.0,2023,10,5,7,4,1
2023-10-07,US-West,Compute,4494.0,5686.0,230.06,99.81,0,79.04,0.0512,1192.0,2023,10,5,7,4,1
2023-10-07,US-East,Compute,7815.0,10073.0,386.3,99.75,0,77.58,0.0494,2258.0,2023,10,5,7,4,1
2023-10-07,Europe-North,Storage,4636.0,6006.0,101.15,99.87,0,77.19,0.0218,1370.0,2023,10,5,7,4,1
2023-10-07,Europe-North,Compute,5956.0,6900.0,356.54,99.94,0,86.32,0.0599,944.0,2023,10,5,7,4,1
2023-10-07,India-South,Compute,8111.0,9667.0,441.5,99.98,0,83.9,0.0544,1556.0,2023,10,5,7,4,1
2023-10-08,Europe-North,Compute,5977.0,6725.0,341.91,99.99,0,88.88,0.0572,748.0,2023,10,6,8,4,1
2023-10-08,Europe-North,Storage,7439.0,8596.0,137.9,99.87,1,86.54,0.0185,1157.0,2023,10,6,8,4,1
2023-10-08,US-East,Storage,5978.0,7221.0,132.79,99.93,0,82.79,0.0222,1243.0,2023,10,6,8,4,1
2023-10-08,US-West,Compute,5322.0,6732.0,258.4,99.85,1,79.06,0.0486,1410.0,2023,10,6,8,4,1
2023-10-08,India-South,Compute,8607.0,11031.0,400.76,99.98,0,78.03,0.0466,2424.0,2023,10,6,8,4,1
2023-10-08,US-East,Compute,6285.0,8223.0,350.61,99.77,0,76.43,0.0558,1938.0,2023,10,6,8,4,1
2023-10-08,US-West,Storage,7530.0,9482.0,205.95,99.78,0,79.41,0.0274,1952.0,2023,10,6,8,4,1
2023-10-09,US-East,Storage,5280.0,6366.0,127.26,99.94,1,82.94,0.0241,1086.0,2023,10,0,9,4,0
2023-10-09,US-West,Compute,8272.0,9927.0,408.34,99.76,0,83.33,0.0494,1655.0,2023,10,0,9,4,0
2023-10-09,Europe-North,Compute,5307.0,7041.0,302.39,99.82,0,75.37,0.057,1734.0,2023,10,0,9,4,0
2023-10-09,India-South,Compute,5073.0,5879.0,283.96,99.78,1,86.29,0.056,806.0,2023,10,0,9,4,0
2023-10-09,India-South,Storage,5678.0,7548.0,122.61,99.93,0,75.23,0.0216,1870.0,2023,10,0,9,4,0
2023-10-09,US-East,Compute,8498.0,9959.0,445.52,99.87,0,85.33,0.0524,1461.0,2023,10,0,9,4,0
2023-10-09,Europe-North,Storage,5492.0,6406.0,128.68,99.91,1,85.73,0.0234,914.0,2023,10,0,9,4,0
2023-10-10,Europe-North,Storage,6867.0,8352.0,154.01,99.79,0,82.22,0.0224,1485.0,2023,10,1,10,4,0
2023-10-10,India-South,Storage,6846.0,8069.0,198.12,99.89,0,84.84,0.0289,1223.0,2023,10,1,10,4,0
2023-10-10,US-West,Compute,8521.0,10893.0,444.93,99.8,1,78.22,0.0522,2372.0,2023,10,1,10,4,0
2023-10-10,Europe-North,Compute,5594.0,7460.0,295.89,99.97,0,74.99,0.0529,1866.0,2023,10,1,10,4,0
2023-10-10,US-East,Compute,8372.0,10414.0,445.41,99.74,0,80.39,0.0532,2042.0,2023,10,1,10,4,0
2023-10-10,India-South,Compute,8037.0,10014.0,377.75,99.71,0,80.26,0.047,1977.0,2023,10,1,10,4,0
2023-10-11,US-East,Compute,7925.0,10413.0,404.09,99.83,1,76.11,0.051,2488.0,2023,10,2,11,4,0
2023-10-11,Europe-North,Compute,6912.0,7893.0,333.59,99.98,0,87.57,0.0483,981.0,2023,10,2,11,4,0
2023-10-11,US-West,Storage,5755.0,7114.0,134.11,99.94,0,80.9,0.0233,1359.0,2023,10,2,11,4,0
2023-10-11,US-East,Storage,5674.0,7361.0,141.17,99.86,0,77.08,0.0249,1687.0,2023,10,2,11,4,0
2023-10-11,India-South,Compute,5626.0,7470.0,301.31,99.7,0,75.31,0.0536,1844.0,2023,10,2,11,4,0
2023-10-11,India-South,Storage,6830.0,9043.0,176.88,99.72,0,75.53,0.0259,2213.0,2023,10,2,11,4,0
2023-10-12,Europe-North,Storage,9275.0,12127.0,241.83,99.92,0,76.48,0.0261,2852.0,2023,10,3,12,4,0
2023-10-12,Europe-North,Compute,8064.0,9835.0,457.0,99.91,0,81.99,0.0567,1771.0,2023,10,3,12,4,0
2023-10-12,US-East,Storage,4421.0,5675.0,104.43,99.86,0,77.9,0.0236,1254.0,2023,10,3,12,4,0
2023-10-12,US-East,Compute,5034.0,6175.0,259.78,99.96,0,81.52,0.0516,1141.0,2023,10,3,12,4,0
2023-10-12,India-South,Compute,6255.0,7105.0,375.14,99.8,0,88.04,0.06,850.0,2023,10,3,12,4,0
2023-10-12,US-West,Storage,8264.0,10230.0,203.02,99.88,0,80.78,0.0246,1966.0,2023,10,3,12,4,0
2023-10-12,India-South,Storage,8916.0,10730.0,164.64,99.72,0,83.09,0.0185,1814.0,2023,10,3,12,4,0
2023-10-13,Europe-North,Compute,8035.0,10088.0,414.7,99.89,0,79.65,0.0516,2053.0,2023,10,4,13,4,0
2023-10-13,US-East,Compute,5704.0,6560.0,314.11,99.82,1,86.95,0.0551,856.0,2023,10,4,13,4,0
2023-10-13,US-West,Compute,8480.0,10828.0,441.09,99.93,0,78.32,0.052,2348.0,2023,10,4,13,4,0
2023-10-13,US-West,Storage,6389.0,7522.0,172.22,99.73,0,84.94,0.027,1133.0,2023,10,4,13,4,0
2023-10-13,US-East,Storage,8595.0,10146.0,169.78,99.97,0,84.71,0.0198,1551.0,2023,10,4,13,4,0
2023-10-13,Europe-North,Storage,8991.0,10881.0,241.78,99.92,0,82.63,0.0269,1890.0,2023,10,4,13,4,0
2023-10-13,India-South,Compute,5855.0,7366.0,346.21,99.78,0,79.49,0.0591,1511.0,2023,10,4,13,4,0
2023-10-13,India-South,Storage,7468.0,11815.0,168.9167901483253,99.7,0,63.21,0.0226,4347.0,2023,10,4,13,4,0
2023-10-14,US-East,Compute,5579.0,6495.0,327.84,99.79,0,85.9,0.0588,916.0,2023,10,5,14,4,1
2023-10-14,India-South,Storage,6020.0,7620.0,170.82,99.79,0,79.0,0.0284,1600.0,2023,10,5,14,4,1
2023-10-14,US-West,Compute,4753.0,6381.0,276.86,99.83,0,74.49,0.0582,1628.0,2023,10,5,14,4,1
2023-10-14,US-East,Storage,7997.0,10119.0,210.39,99.83,0,79.03,0.0263,2122.0,2023,10,5,14,4,1
2023-10-14,Europe-North,Storage,4890.0,6118.0,98.8,99.95,0,79.93,0.0202,1228.0,2023,10,5,14,4,1
2023-10-14,US-West,Storage,7770.0,8991.0,215.6,99.82,0,86.42,0.0277,1221.0,2023,10,5,14,4,1
2023-10-14,Europe-North,Compute,6886.0,8627.0,409.93,99.7,0,79.82,0.0595,1741.0,2023,10,5,14,4,1
2023-10-15,India-South,Compute,7492.0,9122.0,351.46,99.78,0,82.13,0.0469,1630.0,2023,10,6,15,4,1
2023-10-15,India-South,Storage,6063.0,11963.0,137.13745295518163,99.86,0,50.68,0.0226,5900.0,2023,10,6,15,4,1
2023-10-15,US-East,Storage,6530.0,8000.0,189.81,99.83,0,81.62,0.0291,1470.0,2023,10,6,15,4,1
2023-10-15,US-West,Storage,5640.0,7274.0,136.19,99.74,0,77.54,0.0241,1634.0,2023,10,6,15,4,1
2023-10-15,US-West,Compute,8518.0,10167.0,433.34,99.89,0,83.78,0.0509,1649.0,2023,10,6,15,4,1
2023-10-15,US-East,Compute,6201.0,7404.0,363.97,99.79,0,83.75,0.0587,1203.0,2023,10,6,15,4,1
2023-10-16,US-West,Compute,5729.0,6459.0,284.83,99.72,0,88.7,0.0497,730.0,2023,10,0,16,4,0
2023-10-16,India-South,Storage,6106.0,7357.0,159.2,99.91,0,83.0,0.0261,1251.0,2023,10,0,16,4,0
2023-10-16,US-East,Compute,5979.0,6697.0,273.86,99.84,0,89.28,0.0458,718.0,2023,10,0,16,4,0
2023-10-16,US-East,Storage,9043.0,10178.0,179.22,99.95,0,88.85,0.0198,1135.0,2023,10,0,16,4,0
2023-10-16,US-West,Storage,8149.0,10277.0,202.47,99.91,0,79.29,0.0248,2128.0,2023,10,0,16,4,0
2023-10-16,Europe-North,Storage,7145.0,8724.0,176.8,99.95,0,81.9,0.0247,1579.0,2023,10,0,16,4,0
2023-10-17,India-South,Compute,7812.0,9104.0,372.95,99.88,0,85.81,0.0477,1292.0,2023,10,1,17,4,0
2023-10-17,US-West,Compute,4940.0,6189.0,288.74,99.78,0,79.82,0.0584,1249.0,2023,10,1,17,4,0
2023-10-17,US-West,Storage,8281.0,10765.0,194.99,99.94,0,76.93,0.0235,2484.0,2023,10,1,17,4,0
2023-10-17,Europe-North,Compute,5212.0,6971.0,295.16,99.93,0,74.77,0.0566,1759.0,2023,10,1,17,4,0
2023-10-17,India-South,Storage,6514.0,10814.0,147.33850710045408,99.92,0,60.24,0.0226,4300.0,2023,10,1,17,4,0
2023-10-17,US-East,Compute,9452.0,11466.0,528.13,99.86,0,82.44,0.0559,2014.0,2023,10,1,17,4,0
2023-10-17,Europe-North,Storage,6129.0,7781.0,144.15,99.95,0,78.77,0.0235,1652.0,2023,10,1,17,4,0
2023-10-18,US-West,Compute,6557.0,8291.0,375.49,99.78,0,79.09,0.0573,1734.0,2023,10,2,18,4,0
2023-10-18,US-West,Storage,6003.0,7966.0,171.32,99.94,0,75.36,0.0285,1963.0,2023,10,2,18,4,0
2023-10-18,Europe-North,Compute,5306.0,6595.0,290.27,99.71,0,80.45,0.0547,1289.0,2023,10,2,18,4,0
2023-10-18,Europe-North,Storage,6364.0,7909.0,173.68,99.94,0,80.47,0.0273,1545.0,2023,10,2,18,4,0
2023-10-18,India-South,Compute,6801.0,9039.0,315.35,99.79,0,75.24,0.0464,2238.0,2023,10,2,18,4,0
2023-10-18,India-South,Storage,6922.0,7986.0,170.89,99.92,0,86.68,0.0247,1064.0,2023,10,2,18,4,0
2023-10-18,US-East,Compute,5457.0,7337.0,309.22,99.76,1,74.38,0.0567,1880.0,2023,10,2,18,4,0
2023-10-18,US-East,Storage,6590.0,8681.0,148.75,99.86,0,75.91,0.0226,2091.0,2023,10,2,18,4,0
2023-10-19,US-East,Compute,7174.0,9029.0,410.43,99.84,0,79.46,0.0572,1855.0,2023,10,3,19,4,0
2023-10-19,India-South,Compute,6701.0,8923.0,386.06,99.85,0,75.1,0.0576,2222.0,2023,10,3,19,4,0
2023-10-19,US-West,Compute,6818.0,7669.0,308.82,99.82,0,88.9,0.0453,851.0,2023,10,3,19,4,0
2023-10-19,Europe-North,Compute,6018.5,11359.0,296.9233031255592,99.77,0,52.98,0.0493,5340.5,2023,10,3,19,4,0
2023-10-19,US-East,Storage,5747.0,7569.0,165.33,99.96,0,75.93,0.0288,1822.0,2023,10,3,19,4,0
2023-10-19,Europe-North,Storage,7101.0,9137.0,188.74,99.94,1,77.72,0.0266,2036.0,2023,10,3,19,4,0
2023-10-19,India-South,Storage,5696.0,6877.0,169.64,99.89,1,82.83,0.0298,1181.0,2023,10,3,19,4,0
2023-10-20,US-West,Compute,5969.0,7255.0,303.16,99.87,0,82.27,0.0508,1286.0,2023,10,4,20,4,0
2023-10-20,Europe-North,Storage,5754.0,7478.0,164.32,99.94,0,76.95,0.0286,1724.0,2023,10,4,20,4,0
2023-10-20,US-East,Storage,7949.0,8931.0,148.7,99.84,1,89.0,0.0187,982.0,2023,10,4,20,4,0
2023-10-20,US-East,Compute,5703.0,6952.0,337.44,99.93,0,82.03,0.0592,1249.0,2023,10,4,20,4,0
2023-10-20,Europe-North,Compute,6731.0,8088.0,398.04,99.92,0,83.22,0.0591,1357.0,2023,10,4,20,4,0
2023-10-20,India-South,Storage,7032.0,8542.0,183.16,99.96,0,82.32,0.026,1510.0,2023,10,4,20,4,0
2023-10-21,US-East,Storage,7879.0,10535.0,166.25,99.84,0,74.79,0.0211,2656.0,2023,10,5,21,4,1
2023-10-21,Europe-North,Compute,5140.0,6263.0,265.28,99.77,0,82.07,0.0516,1123.0,2023,10,5,21,4,1
2023-10-21,US-East,Compute,4647.0,5503.0,237.19,99.97,0,84.44,0.051,856.0,2023,10,5,21,4,1
2023-10-21,India-South,Storage,5071.0,5853.0,113.38,99.8,0,86.64,0.0224,782.0,2023,10,5,21,4,1
2023-10-21,Europe-North,Storage,6640.0,8406.0,143.8,99.78,0,78.99,0.0217,1766.0,2023,10,5,21,4,1
2023-10-21,US-West,Compute,8089.0,10028.0,367.6,99.97,0,80.66,0.0454,1939.0,2023,10,5,21,4,1
2023-10-21,India-South,Compute,8510.0,11044.0,499.34,99.85,0,77.06,0.0587,2534.0,2023,10,5,21,4,1
2023-10-21,US-West,Storage,7494.0,9233.0,220.73,99.8,1,81.17,0.0295,1739.0,2023,10,5,21,4,1
2023-10-22,US-West,Compute,7030.0,8094.0,383.04,99.78,0,86.85,0.0545,1064.0,2023,10,6,22,4,1
2023-10-22,Europe-North,Compute,6214.0,8145.0,308.49,99.93,0,76.29,0.0496,1931.0,2023,10,6,22,4,1
2023-10-22,US-East,Compute,8366.0,10585.0,379.45,99.93,0,79.04,0.0454,2219.0,2023,10,6,22,4,1
2023-10-22,Europe-North,Storage,7632.0,9817.0,159.02,99.78,0,77.74,0.0208,2185.0,2023,10,6,22,4,1
2023-10-22,US-West,Storage,5681.0,7222.0,106.71,99.86,0,78.66,0.0188,1541.0,2023,10,6,22,4,1
2023-10-22,India-South,Compute,7929.0,9043.0,406.23,99.75,0,87.68,0.0512,1114.0,2023,10,6,22,4,1
